PCC,AverageWeight,Year
32301159,0.3,1998
32301155,0.3,1997
32301159,0.3,1996
32202060,,2000
32301159,0.3,1994
32301159,0.3,1993
32301155,0.3,2007
32301155,0.3,2006
32301155,0.3,2005
32301155,0.3,2004
32301155,0.3,2003
32301155,0.3,2002
32301155,0.3,2001
32301155,0.3,2000
32301159,0.3,1997
32202030,,2000
32202040,,1999
32202040,,1998
32202040,,1997
32202040,,1996
32202040,,1995
32202040,,1994
32202030,,2006
32202030,,2005
32202030,,2004
32202030,,2003
32202060,,2002
32202030,,2001
32202040,,2002
32202030,,1999
32202030,,1998
32202030,,1997
32202030,,1996
32202030,,1995
32202030,,1994
32202025,,2007
32202020,0.45,2007
32202020,0.45,2006
32301175,0.3,1993
32202030,,2002
32202050,,2000
32202020,0.45,2004
32202060,,1999
32202060,,1998
32202060,,1997
32202060,,1996
32202060,,1995
32202050,,2006
32202050,,2005
32202050,,2004
32202050,,2003
32202040,,2000
32202050,,2001
32202040,,2001
32202050,,1999
32202050,,1998
32202050,,1997
32202050,,1996
32202050,,1995
32202050,,1994
32202040,,2006
32202040,,2005
32202040,,2004
32202040,,2003
32202060,,2001
32202050,,2002
33201235,,2004
33201235,,1993
33201239,,2004
33201239,,2003
33201239,,1998
33201239,,1997
33201239,,1996
33201239,,1995
33201239,,1994
33201239,,1993
33201235,,2007
33201239,,2006
33201235,,2005
33201239,,2007
33201235,,2003
33201235,,2002
33201235,,2001
33201235,,2000
33201235,,1999
33201235,,1998
33201235,,1997
33201235,,1996
33201235,,1995
33201235,,2006
33204330,,1998
33204400,,2001
33204400,,2000
33204400,,1999
33204400,,1998
33204400,,1997
33204400,,1996
33204400,,1995
33204330,,2003
33204330,,2002
33204330,,2001
33201239,,2005
33204330,,1999
32303175,,2000
32201400,5.0,2008
32201400,5.0,2009
32201400,5.0,2010
33204330,,1997
33204330,,1996
33204330,,1995
33204330,,1994
33203310,,2003
33203310,,2002
33203310,,2001
33203310,,2000
33203310,,1999
33203310,,1998
33204330,,2000
33101210,,2000
33201235,,1994
33101230,,1996
33101230,,1995
33101230,,1994
33101230,,1993
33101210,,2007
33101210,,2006
33101210,,2005
33101210,,2004
33101210,,2003
33101230,,1998
33101210,,2001
33101230,,1999
33101210,,1999
33101210,,1998
33101210,,1997
33101210,,1996
33101210,,1995
33101210,,1994
33101210,,1993
33101210,,2002
33101330,,2000
33201215,,2006
32303279,,2007
33201215,,2004
33201215,,2003
33201215,,2001
33201215,,2000
33201215,,1999
33201215,,1998
33201215,,1994
33101330,,2003
33101230,,1997
33101330,,2001
33204530,,1995
33101330,,1999
33101330,,1998
33101230,,2007
33101230,,2006
33101230,,2005
33101230,,2004
33101230,,2003
33101230,,2002
33101230,,2001
33101230,,2000
33101330,,2002
33205239,,1995
33204400,,2002
33205239,,2006
33205239,,2005
33205239,,2004
33205239,,2003
33205239,,2002
33205239,,2001
33205239,,2000
33205239,,1999
33205239,,1998
33205271,,1993
33205239,,1996
33205271,,1994
33205239,,1994
33205239,,1993
33205235,,2007
33205235,,2006
33205235,,2005
33205235,,2004
33205235,,2003
33205235,,2002
33205235,,2001
33205235,,2000
33205239,,1997
33205271,,2005
33205283,,2002
33205283,,2001
33205283,,2000
33205283,,1999
33205283,,1998
33205283,,1997
33205283,,1996
33205283,,1995
33205283,,1994
33205283,,1993
33205239,,2007
33205271,,2006
33205235,,1997
33205271,,2004
33205271,,2003
33205271,,2002
33205271,,2001
33205271,,2000
33205271,,1999
33205271,,1998
33205271,,1997
33205271,,1996
33205271,,1995
33205271,,2007
33204555,,2003
33205135,,2001
33205135,,2000
33205135,,1999
33205135,,1998
33205135,,1997
33205135,,1996
33205135,,1995
33205135,,1994
33204555,,2007
33204555,,2006
33205235,,1999
33204555,,2004
33205135,,2004
33204555,,2002
33204555,,2001
33204555,,2000
33204555,,1999
33204555,,1998
33204555,,1997
33204555,,1996
33204555,,1995
33204555,,1994
33201215,,2005
33204555,,2005
33205175,,2001
33204400,,2003
33205235,,1996
33205235,,1995
33205235,,1994
33205235,,1993
33205179,,1994
33205175,,2007
33205175,,2006
33205175,,2005
33205175,,2004
33205135,,2002
33205175,,2002
33205135,,2003
33205175,,2000
33205175,,1999
33205175,,1998
33205175,,1997
33205175,,1996
33205175,,1995
33205175,,1994
33205135,,2007
33205135,,2006
33205135,,2005
33205235,,1998
33205175,,2003
32304235,,1993
32304100,,1997
32304235,,2004
32304235,,2003
32304235,,2002
32304235,,2001
32304235,,2000
32304235,,1999
32304235,,1998
32304235,,1997
32304235,,1996
32304235,,2006
32304235,,1994
32304235,,2007
32304100,,2007
32304100,,2006
32304100,,2005
32304100,,2004
32304100,,2003
32304100,,2002
32304100,,2001
32304100,,2000
32304100,,1999
32304239,,2001
32304235,,1995
32304237,,2003
32304239,,2000
32304239,,1999
32304239,,1998
32304239,,1997
32304239,,1996
32304239,,1995
32304239,,1994
32304239,,1993
32304237,,2007
32304237,,2006
32304235,,2005
32304237,,2004
33201215,,2007
32304237,,2002
32304237,,2001
32304237,,2000
32304237,,1999
32304237,,1998
32304237,,1997
32304237,,1996
32304237,,1995
32304237,,1994
32304237,,1993
32304237,,2005
32303290,0.4,2003
323044Z0,,2002
32303339,2.29,1999
32303339,2.29,1998
32303339,2.29,1997
32303339,2.29,1996
32303339,2.29,1995
32303339,2.29,1994
32303339,2.29,1993
32303290,0.4,2007
32303290,0.4,2006
32303339,2.29,2001
32303290,0.4,2004
32303339,2.29,2002
32303290,0.4,2002
32303290,0.4,2001
32303290,0.4,2000
32303290,0.4,1999
32303290,0.4,1998
32303290,0.4,1997
32303290,0.4,1996
32303290,0.4,1995
32303290,0.4,1994
32303290,0.4,1993
32303290,0.4,2005
32303350,13.08,2000
32304100,,1996
32304100,,1995
32304100,,1994
32304100,,1993
32303370,3.84,1995
32303370,3.84,1994
32303370,3.84,1993
32303350,13.08,2005
32303350,13.08,2004
32303350,13.08,2003
32303339,2.29,2000
32303350,13.08,2001
32304100,,1998
32303350,13.08,1999
32303350,13.08,1998
32303350,13.08,1997
32303350,13.08,1996
32303350,13.08,1995
32303350,13.08,1994
32303350,13.08,1993
32303339,2.29,2005
32303339,2.29,2004
32303339,2.29,2003
32303350,13.08,2002
32304370,5.84,2001
32304450,,2000
32304450,,1999
32304450,,1998
32304450,,1995
32304450,,1993
32304370,5.84,2007
32304370,5.84,2006
32304370,5.84,2005
32304370,5.84,2004
32304359,3.21,2006
32304370,5.84,2002
32304450,,2003
32304370,5.84,2000
32304370,5.84,1999
32304370,5.84,1998
32304370,5.84,1997
32304370,5.84,1996
32304370,5.84,1995
32304370,5.84,1994
32304370,5.84,1993
323044Z0,,2000
32304359,3.21,2007
32304370,5.84,2003
32304490,0.96,1998
32304239,,2002
323044Z0,,1999
323044Z0,,1998
32304490,0.96,2007
32304490,0.96,2006
32304490,0.96,2005
32304490,0.96,2004
32304490,0.96,2003
32304490,0.96,2002
32304490,0.96,2001
32304450,,2001
32304490,0.96,1999
32304450,,2002
32304490,0.96,1997
32304490,0.96,1996
32304490,0.96,1995
32304490,0.96,1994
32304490,0.96,1993
32304450,,2007
32304450,,2006
32304450,,2005
32304450,,2004
32304450,,1994
32304490,0.96,2000
32304270,,1998
32304355,,1995
32304355,,1994
32304355,,1993
32304270,,2007
32304270,,2006
32304270,,2005
32304270,,2004
32304270,,2003
32304270,,2002
32304270,,2001
32304355,,1996
32304270,,1999
32304270,,1993
32304270,,1997
32304270,,1996
32304270,,1995
32304270,,1994
32304359,3.21,2005
32304239,,2007
32304450,,1997
323044Z0,,2001
32304239,,2005
32304239,,2004
32304239,,2003
32304270,,2000
32304359,3.21,1995
32304239,,2006
32304359,3.21,2003
32304359,3.21,2002
32304359,3.21,2001
32304359,3.21,2000
32304359,3.21,1999
32304359,3.21,1998
32304355,,1997
32304359,3.21,1996
32304359,3.21,2004
32304359,3.21,1994
32304359,3.21,1993
32304355,,2000
32304355,,1998
32304359,3.21,1997
32304355,,1999
32304355,,2007
32304355,,2001
32304355,,2002
32304355,,2003
32304355,,2004
32304355,,2005
32304355,,2006
32106100,0.003,2007
26123000,0.003,2009
32106100,0.003,2006
32106100,0.003,2005
32106100,0.003,2004
32106100,0.003,2003
32106013,0.003,2002
26123000,0.003,2008
28231200,0.2,2008
28231200,0.2,2009
28252070,0.53,2008
29232070,0.53,2007
29232030,0.53,2001
29232030,0.53,2002
29232030,0.53,2003
29232030,0.53,2004
28252070,0.53,2009
29232030,0.53,2005
29232070,0.53,1999
28252030,0.53,2009
28252030,0.53,2008
29232030,0.53,2007
29232030,0.53,2006
29232070,0.53,1997
29232070,0.53,2006
29232070,0.53,2001
29232070,0.53,1998
29232070,0.53,2005
29232070,0.53,2004
29232070,0.53,2003
29232070,0.53,2002
29232030,0.53,2000
29232030,0.53,1999
29232030,0.53,1998
29232030,0.53,1997
29232030,0.53,1996
29232070,0.53,1996
29232070,0.53,2000
29711530,2.9,2001
29711530,2.9,2004
29711530,2.9,2003
29711530,2.9,2002
29711530,2.9,1999
29711530,2.9,2000
29711530,2.9,1997
29711530,2.9,1998
29711530,2.9,2005
29711530,2.9,1996
32303250,0.9,1995
32303250,0.9,2006
32303250,0.9,2007
32303250,0.9,2004
32303250,0.9,1994
32303250,0.9,1996
32303250,0.9,1997
32303250,0.9,1998
32303250,0.9,1999
32303250,0.9,2000
32303250,0.9,2001
32303250,0.9,2002
32303250,0.9,2003
32303250,0.9,2005
32303250,0.9,1993
28231300,2.0,2008
28231300,2.0,2009
30011320,0.2,1999
30011320,0.2,1998
30011320,0.2,2001
30011320,0.2,2002
30011320,0.2,2003
30011320,0.2,1997
30011320,0.2,1996
30011320,0.2,2000
30021755,1.01,2004
30021755,1.01,1993
30021755,1.01,2007
30021755,1.01,2006
30021755,1.01,2005
30021755,1.01,1997
30021755,1.01,1994
30021755,1.01,1995
30021755,1.01,1996
30021755,1.01,2003
30021755,1.01,1998
30021755,1.01,1999
30021755,1.01,2000
30021755,1.01,2001
30021755,1.01,2002
28241180,3.1,2009
29405270,1.77,2000
28241180,3.1,2008
29405270,1.77,1994
29411180,1.77,2007
29405270,1.77,1995
29405270,1.77,1996
29405270,1.77,1997
29405270,1.77,1998
29405270,1.77,1999
29405270,1.77,1993
29405270,1.77,2002
29411180,1.77,2003
29411180,1.77,2004
29411180,1.77,2005
29411180,1.77,2006
29405270,1.77,2001
32302083,,1993
32302083,,2000
32302083,,1999
32302083,,1998
32302083,,1997
32302083,,1996
32302083,,1994
26403480,,2009
32302045,,2007
32302045,,2006
32302083,,1995
32302045,,2005
26403440,,2008
32302045,,2001
26403480,,2008
32302083,,2001
32302083,,2002
32302083,,2003
32302083,,2004
32302083,,2005
32302083,,2006
32302083,,2007
26403440,,2009
32302045,,1996
32302045,,2003
32302045,,2004
32302045,,1993
32302045,,1995
32302045,,1997
32302045,,1998
32302045,,1999
32302045,,2000
32302045,,2002
32302045,,1994
29712700,21.0,2006
29712700,17.3,1998
29712700,16.34,1993
29712700,16.34,1994
27512700,22.0,2008
29712700,15.9,1995
29712700,16.3,1996
29712700,16.8,1997
29712700,17.7,1999
29712700,18.2,2000
29712700,18.7,2001
29712700,19.1,2002
29712700,20.1,2004
29712700,21.5,2007
27512700,22.4,2009
29712700,19.6,2003
29712700,20.6,2005
29712657,4.0,1998
29712630,17.2,2006
29712630,17.2,2005
29712630,17.2,2004
29712630,17.2,2003
29712657,4.0,1997
29712630,17.2,2001
29712653,4.0,1995
29712630,17.2,1998
29712657,4.0,2000
29712630,17.2,1997
29712657,4.0,2007
29712655,4.0,2007
29712630,17.2,1996
29712630,17.2,1995
29712630,17.2,1994
29712653,4.0,1993
29712653,4.0,1994
29712630,17.2,1999
29712655,4.0,2004
29712655,4.0,1997
29712657,4.0,1996
29712655,4.0,1996
29712630,17.2,1993
29712657,4.0,2006
29712655,4.0,2006
29712657,4.0,2005
29712657,4.0,2001
29712657,4.0,2004
29712655,4.0,2001
29712657,4.0,2003
29712655,4.0,2003
29712655,4.0,1998
29712657,4.0,2002
29712655,4.0,2002
29712630,17.2,2007
29712655,4.0,2000
29712630,17.2,2000
29712655,4.0,2005
27512630,17.2,2009
29712653,4.0,2003
29712653,4.0,2002
29712653,4.0,2001
29712653,4.0,2000
29712655,4.0,1999
29712653,4.0,1996
29712630,17.2,2002
27512630,17.2,2008
27512650,4.0,2008
27512650,4.0,2009
29712653,4.0,2004
29712653,4.0,2005
29712653,4.0,2006
29712653,4.0,2007
29712657,4.0,1999
29712653,4.0,1997
29712653,4.0,1998
29712653,4.0,1999
29712833,9.0,1999
29712833,9.0,1998
29712833,9.0,2006
29712833,9.0,1996
29712833,9.0,2005
29712833,9.0,2004
29712833,9.0,2002
29712895,20.99,1993
29312310,,2015
29712890,7.1,2003
29712890,7.1,2005
29712833,9.0,2000
29712890,7.1,2006
29712833,9.0,2001
29712833,9.0,2007
27512833,9.0,2009
27512833,9.0,2008
29712890,7.1,2004
29712890,7.1,1995
29712833,9.0,1997
29712890,7.1,1994
29712890,7.1,1996
29712890,7.1,1997
29712890,7.1,1998
29712890,7.1,1999
29712890,7.1,2000
29712890,7.1,2001
29712890,7.1,2002
29712833,9.0,2003
29712890,7.1,1993
27512890,7.1,2008
27512890,7.1,2009
29712890,7.1,2007
32302050,,1994
32302050,,2002
32302050,,2001
32302050,,2000
32302050,,1999
32302050,,1998
32302050,,1997
32302050,,1996
32302050,,2003
32302085,,2003
32302050,,2007
32302085,,2004
32302085,,2005
32302085,,2006
32302050,,1995
32302050,,2004
32302050,,1993
32302050,,2006
32302085,,1993
32302085,,1994
32302085,,1995
32302085,,1996
32302085,,1997
32302085,,2002
32302085,,2001
32302085,,2007
32302085,,2000
32302085,,1999
32302085,,1998
32302050,,2005
32303179,0.3,1998
26403100,2.4,2009
32303179,0.3,1993
32303179,0.3,1994
32303179,0.3,1995
32303179,0.3,1997
26403100,2.4,2008
32303179,0.3,1999
32303179,0.3,2000
32303179,0.3,2001
32303179,0.3,2005
32303179,0.3,2007
32303179,0.3,2003
32303179,0.3,2004
32303179,0.3,2002
32303179,0.3,1996
32303179,0.3,2006
32303350,13.08,2006
32303339,2.29,2006
32303370,3.84,1999
32303339,2.29,2007
32303350,13.08,2007
32303370,3.84,2007
32303370,3.84,2005
32303370,3.84,2000
32303370,3.84,2001
32303370,3.84,2002
32303370,3.84,2003
32303370,3.84,2004
32303370,3.84,1997
32303370,3.84,1996
32303370,3.84,1998
32303370,3.84,2006
26403300,2.79,2008
29712430,1.01,2005
29712430,1.01,2006
29712430,1.01,2004
29712430,1.01,1994
29712430,1.01,1995
29712430,1.01,2007
27512430,3.96,2009
29712430,1.01,1993
29712430,1.01,2003
29712430,1.01,1996
29712430,1.01,2001
29712430,1.01,2000
29712430,1.01,1999
29712430,1.01,1998
27512430,3.96,2008
29712430,1.01,1997
29712430,1.01,2002
28993960,51.9,2008
28993960,51.9,2009
29231240,33.72,2005
29231230,26.7,2000
29231220,26.7,2005
29231245,26.7,2004
29231245,26.7,2003
29231245,26.7,2002
29231240,33.72,2001
29231240,33.72,2006
29231220,26.7,2006
29231240,33.72,2004
29231240,33.72,2003
29231240,33.72,2002
29231260,26.7,2001
29231245,26.7,2005
29231220,26.7,2007
29231240,33.72,2007
28251250,26.7,2008
29231230,26.7,1998
29231250,33.72,2005
29231250,33.72,2006
29231250,33.72,2007
28251220,26.7,2008
28251220,26.7,2009
29231250,33.72,2003
28251240,33.72,2009
29231250,33.72,2002
28251250,26.7,2009
28251270,33.72,2008
28251270,33.72,2009
29231220,26.7,2003
29231220,26.7,2002
29231232,33.72,1994
29231231,33.72,1994
28251240,33.72,2008
29231250,33.72,1993
29231230,26.7,1993
29231230,26.7,1994
29231230,26.7,1995
29231230,26.7,1996
29231230,26.7,1997
29231230,26.7,1999
29231250,33.72,2004
29231230,26.7,2001
29231220,26.7,2004
29231250,26.7,1995
29231250,26.7,1996
29231250,26.7,1997
29231250,26.7,1998
29231250,26.7,1999
29231250,26.7,2000
29231250,33.72,2001
29231270,23.83,1995
29231270,33.72,1997
29231333,128.0,1998
29231333,128.0,1996
29231270,33.72,2000
29231333,128.0,1994
29231333,128.0,1993
29231270,33.72,2007
29231245,26.7,2007
29231270,23.83,1996
29231333,128.0,1997
29231270,33.72,2005
29231270,33.72,2004
29231270,33.72,1998
29231270,33.72,2003
29231270,33.72,1999
29231270,33.72,2002
29231270,33.72,2001
29231270,33.72,2006
29231333,128.0,2007
29231270,33.72,1994
29231333,128.0,1995
29231333,128.0,2004
29231333,128.0,2003
29231333,128.0,2006
29231333,128.0,2002
29231333,128.0,2001
29231245,26.7,2006
29231270,33.72,1993
29231333,128.0,2000
29231333,128.0,1999
29231333,128.0,2005
28942250,,2008
29542270,,2006
29542270,,2007
29711370,,1993
28942270,,2009
28942270,,2008
28942250,,2009
29711370,,1995
29711370,,1997
29711370,,1996
29711370,,2007
29542270,,2002
29711370,,1994
29542250,,1994
29542270,,2003
29542250,,2001
29542250,,2000
29542250,,1999
29542250,,1998
29542250,,1997
29542250,,2003
29542250,,1995
29542250,,2004
29542250,,1993
29711370,,2006
29711370,,2005
29711370,,1999
29711370,,2004
29711370,,2003
29711370,,2002
29542250,,1996
29542270,,1996
29542270,,2004
29711370,,2001
29711370,,1998
29711370,,2000
29542270,,2001
29542270,,2000
29542270,,1999
29542250,,2002
29542270,,1997
29542270,,2005
29542270,,1995
29542270,,1994
29542270,,1993
29542250,,2007
29542250,,2006
29542250,,2005
29542270,,1998
29712123,4.88,2001
29712123,4.88,1998
29712125,4.88,1993
29712123,4.88,2006
29712123,4.88,2005
29712123,4.88,2004
29712123,4.88,2003
29712125,4.88,1995
29712123,4.88,2000
29712125,4.88,1996
29712123,4.88,1997
29712123,4.88,1996
29712123,4.88,1995
29712123,4.88,1994
29712123,4.88,1999
29712115,4.88,2007
29712123,4.88,2002
29712125,4.88,2004
29712125,4.88,1994
29712125,4.88,2005
29712125,4.88,2003
29712125,4.88,2002
29712125,4.88,2001
29712125,4.88,2000
29712125,4.88,1999
29712125,4.88,1998
29712125,4.88,1997
29712125,4.88,2006
29712113,4.88,1993
29712113,4.88,1994
29712123,4.88,1993
29712115,4.88,1994
29712115,4.88,1993
29712113,4.88,2007
27511150,,2009
27511150,,2008
29231350,,2007
29231340,230.0,1998
29231390,,2007
27511110,69.0,2008
27511133,,2008
27511135,,2008
29231335,140.0,1998
29231340,230.0,1997
29231340,230.0,1996
29231335,140.0,1996
27511170,,2008
27511110,69.0,2009
27511135,,2009
27511170,,2009
29231340,230.0,2007
29711133,,2004
27511133,,2009
29711150,,2002
29711170,,1994
29711150,,1996
29711150,,1997
29711150,,1998
29711150,,1999
29711150,,1994
29711150,,2001
29711150,,1993
29711150,,2003
29711150,,2004
29711150,,2005
29711150,,2006
29711150,,2007
29711135,,1993
29711150,,2000
29711135,,2001
29711135,,1994
29711135,,1995
29711135,,1996
29711135,,1997
29711135,,1998
29711150,,1995
29711135,,2000
29711170,,1995
29711135,,2002
29711135,,2003
29711135,,2004
29711135,,2005
29711135,,2006
29711135,,2007
29711135,,1999
28251350,,2009
29711170,,1993
29231335,140.0,2000
28251390,,2009
29231350,,1999
29231340,230.0,1999
29231350,,2000
28251390,,2008
29231335,140.0,2001
28251333,128.0,2008
28251333,128.0,2009
28251335,140.0,2008
28251335,140.0,2009
28251340,230.0,2008
28251340,230.0,2009
29231335,140.0,1999
29711170,,2003
29711170,,1996
29231335,140.0,2007
29711170,,1998
29711133,,2002
29711170,,2000
29231340,230.0,2000
29711170,,2002
29711170,,1997
29711170,,2004
29711170,,2005
29711170,,2006
29711170,,2007
29231350,,2001
29231340,230.0,2001
29711170,,2001
29231350,,1998
29711110,69.0,2000
29711110,69.0,1999
29711110,69.0,1998
29711110,69.0,1997
29711110,69.0,1996
29711110,69.0,1994
29711110,69.0,1993
29231335,140.0,2005
29231350,,2004
29711110,69.0,2001
29231335,140.0,2004
29711110,69.0,1995
28251350,,2008
29231350,,2003
29231340,230.0,2003
29231335,140.0,2003
29711133,,2007
29711170,,1999
29231350,,2002
29231340,230.0,2002
29231335,140.0,2002
29231340,230.0,2004
29711133,,1999
29711133,,2000
29231340,230.0,2006
29231335,140.0,2006
29711133,,2003
29231350,,2006
29711133,,2005
29711133,,2006
29231340,230.0,2005
29711110,69.0,2002
29711133,,2001
29231350,,2005
29711133,,1994
29711110,69.0,2003
29711110,69.0,2004
29711110,69.0,2005
29711110,69.0,2006
29711110,69.0,2007
29711133,,1993
29711133,,1998
29711133,,1995
29711133,,1996
29711133,,1997
29711200,,1999
29246000,,2003
29711200,,2000
29246000,,2004
29711200,,2001
29711200,,1998
29711200,,1997
29711200,,1996
29711200,,1995
29711200,,1993
29246000,,2007
29246000,,2006
29246000,,1997
29711200,,1994
28295000,,2008
29246000,,1993
29246000,,2005
29246000,,1995
29246000,,1996
29711200,,2002
29711200,,2007
29711200,,2006
29246000,,1998
29246000,,1994
28295000,,2009
27511200,,2009
27511200,,2008
29246000,,1999
29246000,,2000
29711200,,2004
29246000,,2001
29246000,,2002
29711200,,2003
29711200,,2005
30021430,,2005
30012200,,1996
30021630,,2005
30021430,,1993
30021430,,2006
30021430,,1994
30021430,,1995
30021430,,1996
30021430,,1997
30021430,,1998
30021430,,1999
30021430,,2000
30021430,,2001
30021430,,2002
30021430,,2003
30021430,,2004
30021430,,2007
30021630,,1996
,,2007
30021630,,2004
30021630,,2003
30021630,,2002
30021630,,2001
30021630,,2000
30021630,,1999
30021630,,2006
30021630,,1997
30021402,,1993
30021402,,1995
30021402,,1994
26201640,10.32,2009
26201640,10.32,2008
28232200,,2009
28232200,,2008
30021630,,1998
30012200,,1997
30011350,6.0,1998
30011370,6.0,2003
30011370,6.0,1999
30011370,6.0,1998
30011370,6.0,1996
30011370,6.0,2000
30011350,6.0,1994
30011350,6.0,1995
30011350,6.0,1993
30011350,6.0,1997
30011370,6.0,2002
30011350,6.0,1999
30011350,6.0,2000
30011350,6.0,2001
30011350,6.0,2002
30011350,6.0,2003
30011350,6.0,2004
30011350,6.0,2005
30011350,6.0,2006
30011350,6.0,2007
30011370,6.0,1997
30011370,6.0,2001
30011350,6.0,1996
27512850,3.38,2009
27512850,3.38,2008
29712850,3.38,1994
29712850,3.38,2006
29712850,3.38,2007
29712850,3.38,1993
29712850,3.38,1995
29712850,3.38,1996
29712850,3.38,1997
29712850,3.38,1998
29712850,3.38,2000
29712850,3.38,2001
29712850,3.38,2002
29712850,3.38,2005
29712850,3.38,2003
29712850,3.38,2004
29712850,3.38,1999
30011200,6.38,2003
30011200,6.38,2006
30011200,6.38,2004
30011200,6.38,2007
30011200,6.38,2005
29711350,,1998
29711350,,1999
29711350,,2000
29711350,,2007
29711350,,1997
28942230,,2008
28942230,,2009
29711350,,2001
29711350,,2002
29711350,,2003
29711350,,2004
29711350,,2006
29711330,,2004
29711350,,2005
29711330,,1999
29711330,,1993
29711330,,1994
29711330,,1995
29711330,,1996
29711330,,2006
29711330,,1998
29711350,,1996
29711330,,2000
29711330,,2001
29711330,,2002
29711330,,2003
29711330,,2005
29711330,,2007
29711350,,1993
29711350,,1994
29711350,,1995
29711330,,1997
32302079,7.7,2007
32302030,7.7,2007
32302020,7.7,2007
33403550,7.7,1993
33206530,7.7,2006
33403590,7.7,1995
33206530,7.7,2000
33206530,7.7,1999
33206530,7.7,1998
33206530,7.7,1997
33206530,7.7,1996
33206530,7.7,1995
33206530,7.7,1994
33206530,7.7,1993
33206530,7.7,2002
33403590,7.7,2006
33206530,7.7,2003
33403590,7.7,2004
32302060,,1993
33403590,7.7,2002
33403590,7.7,2001
33403590,7.7,2000
33403590,7.7,1999
33403590,7.7,1998
33403590,7.7,1997
33403590,7.7,1996
33403590,7.7,2007
33403550,7.7,2000
26403420,7.7,2009
26403420,7.7,2008
26402090,,2009
26402090,,2008
33403550,7.7,2007
33403550,7.7,2006
33403550,7.7,2005
33403550,7.7,2004
33403550,7.7,2003
33206530,7.7,2001
33403550,7.7,2001
33403590,7.7,2003
33403550,7.7,1999
33403550,7.7,1998
33403550,7.7,1997
33403550,7.7,1996
33403550,7.7,1995
33403550,7.7,1994
33206530,7.7,2007
33206530,7.7,2005
33206530,7.7,2004
33403550,7.7,2002
32302060,,2007
32302060,,1994
32302060,,1995
32302060,,1996
32302060,,1997
32302060,,1998
32302060,,1999
32302060,,2000
32302060,,2001
32302060,,2002
32302060,,2003
32302060,,2004
33403590,7.7,2005
32302060,,2006
33403590,7.7,1994
33403590,7.7,1993
32302060,,2005
29711550,7.96,2005
29711550,7.96,1993
29711550,7.96,1994
29711550,7.96,1995
29711550,7.96,1996
29711550,7.96,1997
29711550,7.96,1998
29711550,7.96,1999
29711550,7.96,2000
29711550,7.96,2001
29711550,7.96,2002
29711550,7.96,2004
29711550,7.96,2006
29711550,7.96,2007
27511580,7.96,2009
27511580,7.96,2008
29711550,7.96,2003
29322010,15.2,2005
29322010,15.2,2006
28304010,15.2,2008
28304010,15.2,2009
29322010,15.2,2007
29322010,15.2,1993
29322010,15.2,2003
29322010,15.2,2002
29322010,15.2,2004
29322010,15.2,1997
29322010,15.2,1995
29322010,15.2,1996
29322010,15.2,1999
29322010,15.2,2000
29322010,15.2,2001
29322010,15.2,1994
29322010,15.2,1998
28252050,,2010
28252030,0.53,2010
28251390,,2010
28251335,140.0,2010
28251333,128.0,2010
28251270,33.72,2010
28251250,26.7,2010
28251240,33.72,2010
28251220,26.7,2010
28241190,2.05,2010
28241180,3.1,2010
28241150,2.9,2010
28241135,2.28,2010
28241133,,2010
28241127,3.64,2010
28942270,,2015
28942250,,2015
26701300,,2015
28241125,5.57,2010
28241123,5.89,2010
28241117,3.13,2010
28241115,5.7,2010
28241113,3.55,2010
28232200,,2010
28232100,,2010
28231300,2.0,2010
28231200,0.2,2010
27903154,,2010
27903145,,2010
27903118,14.0,2010
27903109,,2010
27902080,6.5,2010
27902050,,2010
27902020,,2010
27512900,,2010
27512890,7.1,2010
27512850,3.38,2010
27512835,6.7,2010
27512833,9.0,2010
27512700,22.9,2010
27512650,4.0,2010
27512630,17.2,2010
27512570,0.5,2010
27512550,1.61,2010
27512530,1.01,2010
27512490,3.36,2010
27512450,1.54,2010
27512430,3.96,2010
27512370,1.5,2010
27512350,1.57,2010
27512330,,2010
27512315,0.4,2010
27512313,0.6,2010
27512200,0.52,2010
27511580,7.96,2010
27511530,2.9,2010
27511400,1.81,2010
27511200,,2010
27511170,,2010
27511150,,2010
27511135,,2010
27511133,,2010
27511110,69.0,2010
27403930,,2010
27403910,,2010
27403300,,2010
27403200,0.4,2010
27402500,,2010
27402400,0.6,2010
27402200,0.6,2010
27402100,,2010
27401570,0.12,2010
27401550,0.12,2010
27401530,0.11,2010
27401510,0.12,2010
27401490,0.12,2010
27401460,,2010
27401300,,2010
27401295,,2010
27401293,,2010
27401250,,2010
27401100,,2010
27115040,1.54,2010
269900Z0,,2010
26701550,,2010
26701530,,2010
26701400,0.5,2010
26701250,0.5,2010
26601280,0.75,2010
26601230,,2010
26522830,,2010
26517015,0.15,2010
26516670,,2010
26516650,,2010
26516370,,2010
26516255,,2010
26516210,,2010
26515383,,2010
26515381,,2010
26515313,,2010
26515283,,2010
26515271,,2010
26515239,,2010
26515235,,2010
26515175,,2010
26515135,,2010
26514555,,2010
26514330,,2010
26511239,,2010
26511235,,2010
26511215,,2010
26406000,2.0,2010
26404400,,2010
26404370,3.8,2010
26404359,3.21,2010
26404355,,2010
26404239,,2010
26404237,,2010
26404235,,2010
26404100,,2010
26403480,,2010
26403460,,2010
26403440,,2010
26403420,7.7,2010
26403100,2.4,2010
26402090,,2010
26305080,,2010
26305020,,2010
26302340,,2010
26302330,0.5,2010
26302200,0.09,2010
26302100,0.45,2010
26301300,0.66,2010
