PCC,UNU_Key,Year
31621157,0901,2004
31621190,0901,2004
31621390,0301,2004
32105237,0002,2004
32201170,0306,2004
32201290,0404,2004
32202020,0305,2004
32202030,0304,2004
32202040,0305,2004
32202050,0305,2004
32202060,0305,2004
32202075,0304,2004
32301155,0402,2004
32301159,0402,2004
32301175,0402,2004
32301177,0402,2004
32301179,0402,2004
32301270,0403,2004
32302020,0404,2004
32302030,0407,2004
32302045,0308,2004
32302049,0309,2004
32302050,0407,2004
32302060,0408,2004
32302079,0404,2004
32302083,0308,2004
32302085,0407,2004
32303135,0403,2004
32303139,0403,2004
32303150,0403,2004
32303175,0403,2004
32303179,0403,2004
32303230,0403,2004
32303250,0306,2004
32303275,0403,2004
32303279,0403,2004
32303290,0403,2004
32303335,0406,2004
32303339,0404,2004
32303350,0404,2004
32304100,0401,2004
32304235,0405,2004
32304237,0405,2004
32304355,0602,2004
32304359,0403,2004
32304370,0403,2004
32304450,0305,2004
32304490,0305,2004
33101210,0802,2004
33101833,0801,2004
33201215,0902,2004
33201235,0902,2004
33201239,0902,2004
33204555,0901,2004
33205135,0901,2004
33205175,0901,2004
33205235,0901,2004
33205239,0901,2004
33205271,0901,2004
33205283,0901,2004
33205313,0901,2004
33205381,0901,2004
33205383,0901,2004
33206210,0901,2004
33206255,0901,2004
33206530,0404,2004
33206550,0901,2004
33206570,0901,2004
33207015,0901,2004
33403530,0404,2004
33403550,0404,2004
33403590,0404,2004
33403615,0406,2004
33403630,0404,2004
33501113,0201,2004
33501115,0201,2004
33501117,0201,2004
33501150,0201,2004
33501213,0201,2004
33501215,0201,2004
33501217,0201,2004
33501250,0201,2004
33501413,0201,2004
33501433,0201,2004
33501443,0201,2004
33501460,0201,2004
33501475,0201,2004
33502133,0201,2004
33502135,0201,2004
33502137,0201,2004
33502235,0201,2004
33502239,0201,2004
36301510,0403,2004
36301533,0403,2004
36301537,0403,2004
36301540,0403,2004
36301550,0403,2004
36301590,0403,2004
36502030,0701,2004
36503310,0701,2004
36504200,0702,2004
36504355,0701,2004
28221200,0001,2005
29231220,0111,2005
29231245,0111,2005
29231270,0113,2005
29231333,0113,2005
29231335,0113,2005
29231340,0113,2005
29231350,0113,2005
29231373,0112,2005
29231375,0112,2005
29242233,0201,2005
29242235,0201,2005
29243330,1002,2005
29243350,1001,2005
29411113,0601,2005
29411115,0601,2005
29411117,0601,2005
29411123,0601,2005
29411125,0601,2005
29411127,0601,2005
29411133,0601,2005
29411135,0601,2005
29411151,0601,2005
29411153,0601,2005
29411155,0601,2005
29411157,0601,2005
29411180,0601,2005
29411190,0601,2005
29432023,0601,2005
29432025,0601,2005
29432030,0601,2005
29432043,0601,2005
29432045,0601,2005
29432050,0601,2005
29542130,0101,2005
29542230,0104,2005
29542250,0101,2005
29542270,0105,2005
29545000,0201,2005
29562100,0105,2005
29711110,0108,2005
29711133,0108,2005
29711135,0108,2005
29711150,0109,2005
29711170,0109,2005
29711200,0102,2005
29711330,0104,2005
29711350,0104,2005
29711370,0105,2005
29711400,0201,2005
29711550,0106,2005
29712113,0204,2005
29712115,0204,2005
29712130,0601,2005
29712150,0201,2005
29712170,0202,2005
29712180,0201,2005
29712250,0205,2005
29712313,0205,2005
29712315,0205,2005
29712330,0205,2005
29712350,0205,2005
29712373,0201,2005
29712375,0201,2005
29712430,0203,2005
29712450,0202,2005
29712493,0202,2005
29712497,0202,2005
29712530,0203,2005
29712550,0203,2005
29712570,0203,2005
29712630,0106,2005
29712653,0106,2005
29712655,0106,2005
29712657,0106,2005
29712690,0106,2005
29712700,0114,2005
29712810,0103,2005
29712833,0202,2005
29712835,0202,2005
29712850,0202,2005
29712870,0103,2005
29712890,0202,2005
30011200,0301,2005
30012170,0307,2005
30012183,0307,2005
30012185,0307,2005
30021100,0301,2005
30021200,0303,2005
30021300,0302,2005
30021400,0302,2005
30021500,0302,2005
30021630,0304,2005
30021650,0301,2005
30021670,0301,2005
31501250,,2005
31501293,,2005
31501295,,2005
31501510,0503,2005
31501530,0502,2005
31501553,0504,2005
31501556,0504,2005
31501559,0504,2005
31501570,0503,2005
31502100,0501,2005
31502200,0506,2005
31502530,0506,2005
31503200,0506,2005
31612310,0506,2005
31621153,0901,2005
31621157,0901,2005
31621190,0901,2005
31621390,0301,2005
32105237,0002,2005
32201170,0306,2005
32201290,0404,2005
32202020,0305,2005
32202030,0304,2005
32202040,0305,2005
32202050,0305,2005
32202060,0305,2005
32202075,0304,2005
32301155,0402,2005
32301159,0402,2005
32301175,0402,2005
32301177,0402,2005
32301179,0402,2005
32301270,0403,2005
32302020,0404,2005
32302030,0407,2005
32302045,0308,2005
32302049,0309,2005
32302050,0407,2005
32302060,0408,2005
32302079,0404,2005
32302083,0308,2005
32302085,0407,2005
32303135,0403,2005
32303139,0403,2005
32303150,0403,2005
32303175,0403,2005
32303179,0403,2005
32303230,0403,2005
32303250,0306,2005
32303275,0403,2005
32303279,0403,2005
32303290,0403,2005
32303335,0406,2005
32303339,0404,2005
32303350,0404,2005
32304100,0401,2005
32304235,0405,2005
32304237,0405,2005
32304355,0602,2005
32304359,0403,2005
32304370,0403,2005
32304450,0305,2005
32304490,0305,2005
33101210,0802,2005
33101833,0801,2005
33201215,0902,2005
33201235,0902,2005
33201239,0902,2005
33204555,0901,2005
33205135,0901,2005
33205175,0901,2005
33205235,0901,2005
33205239,0901,2005
33205271,0901,2005
33205283,0901,2005
33205313,0901,2005
33205381,0901,2005
33205383,0901,2005
33206210,0901,2005
33206255,0901,2005
33206530,0404,2005
33206550,0901,2005
33206570,0901,2005
33207015,0901,2005
33403530,0404,2005
33403550,0404,2005
33403590,0404,2005
33403615,0406,2005
33403630,0404,2005
33501113,0201,2005
33501115,0201,2005
33501117,0201,2005
33501150,0201,2005
33501213,0201,2005
33501215,0201,2005
33501217,0201,2005
33501230,0201,2005
33501250,0201,2005
33501413,0201,2005
33501433,0201,2005
33501443,0201,2005
33501460,0201,2005
33502133,0201,2005
33502135,0201,2005
33502137,0201,2005
36301510,0403,2005
36301533,0403,2005
36301537,0403,2005
36301540,0403,2005
36301550,0403,2005
36301590,0403,2005
36502030,0701,2005
36503310,0701,2005
36504200,0702,2005
36504355,0701,2005
28221200,0001,2006
29231220,0111,2006
29231245,0111,2006
29231270,0113,2006
29231333,0113,2006
29231335,0113,2006
29231340,0113,2006
29231350,0113,2006
29231373,0112,2006
29231375,0112,2006
29242233,0201,2006
29242235,0201,2006
29243330,1002,2006
29243350,1001,2006
29411113,0601,2006
29411115,0601,2006
29411117,0601,2006
29411123,0601,2006
29411125,0601,2006
29411127,0601,2006
29411133,0601,2006
29411135,0601,2006
29411151,0601,2006
29411153,0601,2006
29411155,0601,2006
29411157,0601,2006
29411180,0601,2006
29411190,0601,2006
29432023,0601,2006
29432025,0601,2006
29432030,0601,2006
29432043,0601,2006
29432045,0601,2006
29432050,0601,2006
29542130,0101,2006
29542230,0104,2006
29542250,0101,2006
29542270,0105,2006
29545000,0201,2006
29562100,0105,2006
29711110,0108,2006
29711133,0108,2006
29711135,0108,2006
29711150,0109,2006
29711170,0109,2006
29711200,0102,2006
29711330,0104,2006
29711350,0104,2006
29711370,0105,2006
29711400,0201,2006
29711550,0106,2006
29712113,0204,2006
29712115,0204,2006
29712130,0601,2006
29712150,0201,2006
29712170,0202,2006
29712180,0201,2006
29712250,0205,2006
29712313,0205,2006
29712315,0205,2006
29712330,0205,2006
29712350,0205,2006
29712373,0201,2006
29712375,0201,2006
29712430,0203,2006
29712450,0202,2006
29712493,0202,2006
29712497,0202,2006
29712530,0203,2006
29712550,0203,2006
29712570,0203,2006
29712630,0106,2006
29712653,0106,2006
29712655,0106,2006
29712657,0106,2006
29712690,0106,2006
29712700,0114,2006
29712810,0103,2006
29712833,0202,2006
29712835,0202,2006
29712850,0202,2006
29712870,0103,2006
29712890,0202,2006
30011200,0301,2006
30012170,0307,2006
30012183,0307,2006
30012185,0307,2006
30021100,0301,2006
30021200,0303,2006
30021300,0302,2006
30021400,0302,2006
30021500,0302,2006
30021630,0304,2006
30021650,0301,2006
30021670,0301,2006
31501250,,2006
31501293,,2006
31501295,,2006
31501510,0503,2006
31501530,0502,2006
31501553,0504,2006
31501556,0504,2006
31501559,0504,2006
31501570,0503,2006
31502100,0501,2006
31502200,0506,2006
31502530,0506,2006
31503200,0506,2006
31612310,0506,2006
31621153,0901,2006
31621157,0901,2006
31621190,0901,2006
31621390,0301,2006
32105237,0002,2006
32201170,0306,2006
32201290,0404,2006
32202020,0305,2006
32202030,0304,2006
32202040,0305,2006
32202050,0305,2006
32202060,0305,2006
32202075,0304,2006
32301155,0402,2006
32301159,0402,2006
32301175,0402,2006
32301177,0402,2006
32301179,0402,2006
32301270,0403,2006
32302020,0404,2006
32302030,0407,2006
32302045,0308,2006
32302049,0309,2006
32302050,0407,2006
32302060,0408,2006
32302079,0404,2006
32302083,0308,2006
32302085,0407,2006
32303135,0403,2006
32303139,0403,2006
32303150,0403,2006
32303175,0403,2006
32303179,0403,2006
32303230,0403,2006
32303250,0306,2006
32303275,0403,2006
32303279,0403,2006
32303290,0403,2006
32303335,0406,2006
32303339,0404,2006
32303350,0404,2006
32304100,0401,2006
32304235,0405,2006
32304237,0405,2006
32304355,0602,2006
32304359,0403,2006
32304370,0403,2006
32304450,0305,2006
32304490,0305,2006
33101210,0802,2006
33101833,0801,2006
33201215,0902,2006
33201235,0902,2006
33201239,0902,2006
33204555,0901,2006
33205135,0901,2006
33205175,0901,2006
33205235,0901,2006
33205239,0901,2006
33205271,0901,2006
33205283,0901,2006
33205313,0901,2006
33205381,0901,2006
33205383,0901,2006
33206210,0901,2006
33206255,0901,2006
33206530,0404,2006
33206550,0901,2006
33206570,0901,2006
33207015,0901,2006
33403530,0404,2006
33403550,0404,2006
33403590,0404,2006
33403615,0406,2006
33403630,0404,2006
33501115,0201,2006
33501117,0201,2006
33501150,0201,2006
33501213,0201,2006
33501215,0201,2006
33501217,0201,2006
33501250,0201,2006
33501413,0201,2006
33501433,0201,2006
33501443,0201,2006
33501460,0201,2006
33502133,0201,2006
33502135,0201,2006
33502137,0201,2006
33502235,0201,2006
33502239,0201,2006
36301510,0403,2006
36301533,0403,2006
36301537,0403,2006
36301540,0403,2006
36301550,0403,2006
36301590,0403,2006
36502030,0701,2006
36503310,0701,2006
36504200,0702,2006
36504355,0701,2006
28221200,0001,2007
29231220,0111,2007
29231245,0111,2007
29231270,0113,2007
29231333,0113,2007
29231335,0113,2007
29231340,0113,2007
29231350,0113,2007
29231380,0112,2007
29242233,0201,2007
29242235,0201,2007
29243330,1002,2007
29243350,1001,2007
29411113,0601,2007
29411115,0601,2007
29411117,0601,2007
29411123,0601,2007
29411125,0601,2007
29411127,0601,2007
29411133,0601,2007
29411135,0601,2007
29411151,0601,2007
29411153,0601,2007
29411155,0601,2007
29411157,0601,2007
29411180,0601,2007
29411190,0601,2007
29432023,0601,2007
29432025,0601,2007
29432030,0601,2007
29432043,0601,2007
29432045,0601,2007
29432050,0601,2007
29542130,0101,2007
29542230,0104,2007
29542250,0101,2007
29542270,0105,2007
29545000,0201,2007
29561499,0304,2007
29562100,0105,2007
29711110,0108,2007
29711133,0108,2007
29711135,0108,2007
29711150,0109,2007
29711170,0109,2007
29711200,0102,2007
29711330,0104,2007
29711350,0104,2007
29711370,0105,2007
29711400,0201,2007
29711550,0106,2007
29712123,0204,2007
29712125,0204,2007
29712170,0202,2007
29712190,0201,2007
29712250,0205,2007
29712313,0205,2007
29712315,0205,2007
29712330,0205,2007
29712350,0205,2007
29712373,0201,2007
29712375,0201,2007
29712430,0203,2007
29712450,0202,2007
29712493,0202,2007
29712497,0202,2007
29712530,0203,2007
29712550,0203,2007
29712570,0203,2007
29712630,0106,2007
29712653,0106,2007
29712655,0106,2007
29712657,0106,2007
29712690,0106,2007
29712700,0114,2007
29712810,0103,2007
29712833,0202,2007
29712835,0202,2007
29712850,0202,2007
29712870,0103,2007
29712890,0202,2007
30011200,0301,2007
30021200,0303,2007
30021300,0302,2007
30021400,0302,2007
30021500,0302,2007
30021640,0304,2007
31501250,,2007
31501293,,2007
31501295,,2007
31501510,0503,2007
31501530,0502,2007
31501553,0504,2007
31501556,0504,2007
31501559,0504,2007
31501570,0503,2007
31502100,0501,2007
31502200,0506,2007
31502530,0506,2007
31503200,0506,2007
31612310,0506,2007
31621153,0901,2007
31621157,0901,2007
31621190,0901,2007
32105237,0002,2007
32201160,0404,2007
32201290,0404,2007
32202020,0305,2007
32202025,0306,2007
32202045,0305,2007
32202080,0304,2007
32301155,0402,2007
32301159,0402,2007
32301175,0402,2007
32301177,0402,2007
32301179,0402,2007
32301270,0403,2007
32302020,0407,2007
32302030,0404,2007
32302045,0308,2007
32302049,0309,2007
32302050,0407,2007
32302060,0408,2007
32302079,0404,2007
32302083,0308,2007
32302085,0407,2007
32303135,0703,2007
32303139,0403,2007
32303150,0403,2007
32303175,0403,2007
32303179,0403,2007
32303230,0403,2007
32303250,0305,2007
32303275,0403,2007
32303279,0403,2007
32303335,0406,2007
32303339,0404,2007
32303350,0404,2007
32304100,0401,2007
32304235,0405,2007
32304237,0405,2007
32304355,0602,2007
32304359,0403,2007
32304370,0403,2007
32304450,0305,2007
32304490,0305,2007
33101210,0802,2007
33101833,0801,2007
33201215,0902,2007
33201235,0902,2007
33201239,0902,2007
33204555,0901,2007
33205135,0901,2007
33205175,0901,2007
33205235,0901,2007
33205239,0901,2007
33205271,0901,2007
33205283,0901,2007
33205313,0901,2007
33205381,0901,2007
33205383,0901,2007
33206210,0901,2007
33206255,0901,2007
33206530,0404,2007
33206550,0901,2007
33206570,0901,2007
33207015,0901,2007
33403530,0404,2007
33403550,0404,2007
33403590,0404,2007
33403615,0406,2007
33403630,0404,2007
33501113,0201,2007
33501119,0201,2007
33501150,0201,2007
33501213,0201,2007
33501215,0201,2007
33501217,0201,2007
33501250,0201,2007
33501413,0201,2007
33501433,0201,2007
33501443,0201,2007
33501460,0201,2007
33502133,0201,2007
33502135,0201,2007
33502137,0201,2007
33502235,0201,2007
33502239,0201,2007
36301510,0403,2007
36301533,0403,2007
36301537,0403,2007
36301540,0403,2007
36301550,0403,2007
36301590,0403,2007
36502020,0701,2007
36503310,0701,2007
36504200,0702,2007
36504355,0701,2007
25211200,0001,2008
26112240,0002,2008
26201100,0303,2008
26201300,0302,2008
26201400,0302,2008
26201500,0302,2008
26201640,0304,2008
26201650,0301,2008
26201800,0304,2008
26301100,0404,2008
26301300,0404,2008
26302100,0305,2008
26302200,0306,2008
26302320,0305,2008
26302330,0305,2008
26302340,0305,2008
26302370,0305,2008
26305020,0901,2008
26305080,0901,2008
26403100,0403,2008
26403420,0404,2008
26403440,0308,2008
26403460,0309,2008
26403480,0308,2008
26404100,0401,2008
26404235,0405,2008
26404237,0405,2008
26404355,0602,2008
26404359,0403,2008
26404370,0403,2008
26404400,0305,2008
26406000,0702,2008
26511215,0902,2008
26511235,0902,2008
26511239,0902,2008
26514330,0901,2008
26514555,0901,2008
26515135,0901,2008
26515175,0901,2008
26515235,0901,2008
26515239,0901,2008
26515271,0901,2008
26515283,0901,2008
26515313,0901,2008
26515381,0901,2008
26515383,0901,2008
26516210,0902,2008
26516255,0902,2008
26516650,0901,2008
26516670,0901,2008
26517015,0901,2008
26521100,0201,2008
26521200,0201,2008
26521400,0201,2008
26522200,0201,2008
26601230,0802,2008
26601433,0801,2008
26701300,0406,2008
26701530,0404,2008
26701550,0404,2008
26701600,0404,2008
27401293,,2008
27401295,,2008
27401510,0503,2008
27401530,0502,2008
27401550,0504,2008
27401570,0503,2008
27402100,0501,2008
27402200,0506,2008
27402500,0506,2008
27403200,0506,2008
27403300,0507,2008
27511110,0108,2008
27511133,0108,2008
27511135,0108,2008
27511150,0109,2008
27511170,0109,2008
27511200,0102,2008
27511400,0201,2008
27511580,0106,2008
27512123,0204,2008
27512125,0204,2008
27512170,0202,2008
27512190,0201,2008
27512313,0205,2008
27512315,0205,2008
27512330,0205,2008
27512350,0205,2008
27512370,0201,2008
27512410,0204,2008
27512430,0203,2008
27512450,0202,2008
27512490,0202,2008
27512530,0203,2008
27512550,0203,2008
27512570,0203,2008
27512630,0106,2008
27512650,0106,2008
27512690,0106,2008
27512700,0114,2008
27512810,0103,2008
27512833,0202,2008
27512835,0202,2008
27512850,0202,2008
27512870,0103,2008
27512890,0202,2008
27901150,0301,2008
31621390,0901,2008
27902080,0901,2008
27903109,0601,2008
27903118,0601,2008
27903145,0601,2008
27903154,0601,2008
28231200,0301,2008
28231300,0307,2008
28232100,0307,2008
28232200,0307,2008
28241113,0601,2008
28241115,0601,2008
28241117,0601,2008
28241123,0601,2008
28241125,0601,2008
28241127,0601,2008
28241133,0601,2008
28241135,0601,2008
28241150,0601,2008
28241180,0601,2008
28241190,0601,2008
28251220,0111,2008
28251250,0111,2008
28251270,0113,2008
28251333,0113,2008
28251335,0113,2008
28251340,0113,2008
28251350,0113,2008
28251380,0112,2008
28293200,0201,2008
28294330,1002,2008
28294350,1001,2008
28942130,0101,2008
28942230,0104,2008
28942250,0101,2008
28942270,0105,2008
28942300,0105,2008
28944000,0201,2008
28993960,0703,2008
29312310,0501,2008
32201400,0403,2008
32403920,0701,2008
32404250,0701,2008
25211200,0001,2009
26112240,0002,2009
26201100,0303,2009
26201300,0302,2009
26201400,0302,2009
26201500,0302,2009
26201640,0304,2009
26201650,0301,2009
26201800,0304,2009
26301100,0404,2009
26301300,0404,2009
26302100,0305,2009
26302200,0306,2009
26302320,0305,2009
26302330,0305,2009
26302340,0305,2009
26302370,0305,2009
26305020,0901,2009
26305080,0901,2009
26403100,0403,2009
26403420,0404,2009
26403440,0308,2009
26403460,0309,2009
26403480,0308,2009
26404100,0401,2009
26404235,0405,2009
26404237,0405,2009
26404355,0602,2009
26404359,0403,2009
26404370,0403,2009
26404400,0305,2009
26406000,0702,2009
26511215,0902,2009
26511235,0902,2009
26511239,0902,2009
26514330,0901,2009
26514555,0901,2009
26515135,0901,2009
26515175,0901,2009
26515235,0901,2009
26515239,0901,2009
26515271,0901,2009
26515283,0901,2009
26515313,0901,2009
26515381,0901,2009
26515383,0901,2009
26516210,0902,2009
26516255,0902,2009
26516650,0901,2009
26516670,0901,2009
26517015,0901,2009
26521100,0201,2009
26521200,0201,2009
26521400,0201,2009
26522200,0201,2009
26601230,0802,2009
26601433,0801,2009
26701300,0406,2009
26701530,0404,2009
26701550,0404,2009
26701600,0404,2009
27401293,,2009
27401295,,2009
27401510,0503,2009
27401530,0502,2009
27401550,0504,2009
27401570,0503,2009
27402100,0501,2009
27402200,0506,2009
27402500,0506,2009
27403200,0506,2009
27403300,0507,2009
27511110,0108,2009
27511133,0108,2009
27511135,0108,2009
27511150,0109,2009
27511170,0109,2009
27511200,0102,2009
27511400,0201,2009
27511580,0106,2009
27512123,0204,2009
27512125,0204,2009
27512170,0202,2009
27512190,0201,2009
27512313,0205,2009
27512315,0205,2009
27512330,0205,2009
27512350,0205,2009
27512370,0201,2009
27512410,0204,2009
27512430,0203,2009
27512450,0202,2009
27512490,0202,2009
27512530,0203,2009
27512550,0203,2009
27512570,0203,2009
27512630,0106,2009
27512650,0106,2009
27512690,0106,2009
27512700,0114,2009
27512810,0103,2009
27512833,0202,2009
27512835,0202,2009
27512850,0202,2009
27512870,0103,2009
27512890,0202,2009
27901150,0301,2009
31621390,0901,2009
27902080,0901,2009
27903109,0601,2009
27903118,0601,2009
27903145,0601,2009
27903154,0601,2009
28231200,0301,2009
28231300,0307,2009
28232100,0307,2009
28232200,0307,2009
28241113,0601,2009
28241115,0601,2009
28241117,0601,2009
28241123,0601,2009
28241125,0601,2009
28241127,0601,2009
28241133,0601,2009
28241135,0601,2009
28241150,0601,2009
28241180,0601,2009
28241190,0601,2009
28251220,0111,2009
28251250,0111,2009
28251270,0113,2009
28251333,0113,2009
28251335,0113,2009
28251340,0113,2009
28251350,0113,2009
28251380,0112,2009
28293200,0201,2009
28294330,1002,2009
28294350,1001,2009
28942130,0101,2009
28942230,0104,2009
28942250,0101,2009
28942270,0105,2009
28942300,0105,2009
28944000,0201,2009
28993960,0703,2009
29312310,0501,2009
32201400,0403,2009
32403920,0701,2009
32404250,0701,2009
30021670,0309,2007
26201700,0309,2008
26201700,0309,2009
26402090,0407,2008
26402090,0407,2009
31621380,0301,2007
31621390,0901,2007
27511300,0105,2008
27511300,0105,2009
26403200,0403,2008
26403200,0403,2009
32303290,0403,2007
26401100,0402,2008
26401100,0402,2009
26201700,0308,2010
27511400,0201,2010
25211200,0001,2010
27511580,0106,2010
28251220,0111,2010
28251250,0111,2010
28251270,0113,2010
27511110,0108,2010
27511135,0108,2010
27511133,0108,2010
27511150,0109,2010
27511170,0109,2010
28251333,0113,2010
28251335,0113,2010
28251360,0113,2010
28251380,0112,2010
28942300,0105,2010
27511200,0102,2010
28293200,0201,2010
28232200,0307,2010
26201800,0304,2010
26201640,0304,2010
28232100,0307,2010
28942230,0104,2010
28942250,0101,2010
28942270,0105,2010
28942130,0101,2010
28944000,0201,2010
28241113,0601,2010
28241115,0601,2010
28241117,0601,2010
28241123,0601,2010
28241125,0601,2010
28241127,0601,2010
28241133,0601,2010
28241135,0601,2010
28241150,0601,2010
28241180,0601,2010
28241190,0601,2010
28231200,0301,2010
26201100,0303,2010
26201300,0302,2010
26201400,0302,2010
26201500,0302,2010
26201650,0301,2010
28294330,1002,2010
28294350,1001,2010
27512123,0204,2010
27512125,0204,2010
27512410,0204,2010
27512170,0202,2010
27512190,0201,2010
29312310,0501,2010
27402100,0501,2010
27903109,0601,2010
27903118,0601,2010
27903145,0601,2010
27903154,0601,2010
27512530,0203,2010
27512550,0203,2010
27512570,0203,2010
27512630,0106,2010
27512650,0106,2010
27512690,0106,2010
27512313,0205,2010
27512315,0205,2010
27512330,0205,2010
27512350,0205,2010
27512370,0201,2010
27512700,0114,2010
27512810,0103,2010
27512833,0202,2010
27512835,0202,2010
27512850,0202,2010
27512870,0103,2010
27512890,0202,2010
27512430,0203,2010
27512450,0202,2010
27512490,0202,2010
26302100,0305,2010
26302200,0306,2010
26302320,0305,2010
26302330,0305,2010
26302340,0305,2010
26404400,0305,2010
26404100,0401,2010
26404235,0405,2010
26404237,0405,2010
26404355,0602,2010
26404359,0403,2010
26404370,0403,2010
26302370,0305,2010
26403100,0403,2010
26301100,0404,2010
26301300,0404,2010
26701300,0406,2010
26401100,0402,2010
26403440,0308,2010
26403480,0308,2010
26403460,0309,2010
26403420,0404,2010
26305080,0901,2010
26305020,0901,2010
27902080,0901,2010
27401293,,2010
27401295,,2010
27401510,0503,2010
27401530,0502,2010
27401550,0504,2010
27401570,0503,2010
26112240,0002,2010
27904070,0703,2010
26701530,0404,2010
26701550,0404,2010
26701600,0404,2010
26511215,0902,2010
26511235,0902,2010
26511239,0902,2010
26601230,0802,2010
26601433,0801,2010
26516210,0902,2010
26516255,0902,2010
26515135,0901,2010
26515175,0901,2010
26515235,0901,2010
26515239,0901,2010
26515271,0901,2010
26515283,0901,2010
26515313,0901,2010
26515381,0901,2010
26515383,0901,2010
26514330,0901,2010
26514555,0901,2010
26516650,0901,2010
26516670,0901,2010
26517015,0901,2010
26521100,0201,2010
26521200,0201,2010
26521400,0201,2010
26522200,0201,2010
32201400,0403,2010
27402500,0506,2010
27402200,0506,2010
27403200,0506,2010
27403300,0507,2010
32403920,0701,2010
26406000,0702,2010
32404250,0701,2010
32303290,0403,2010
26403200,0402,2010
28231300,0307,2010
27511300,0104,2010
27901150,0901,2010
26402090,0407,2010
25211200,0001,2011
26112220,0505,2011
26112240,0002,2011
26201100,0303,2011
26201300,0302,2011
26201400,0302,2011
26201500,0302,2011
26201640,0304,2011
26201650,0301,2011
26201800,0304,2011
26301100,0404,2011
26301300,0404,2011
26302100,0305,2011
26302200,0306,2011
26302310,0305,2011
26302320,0305,2011
26302330,0305,2011
26302340,0305,2011
26302370,0305,2011
26305020,0901,2011
26305080,0901,2011
26401100,0402,2011
26401270,0403,2011
26401290,0403,2011
26403100,0403,2011
26403420,0404,2011
26403440,0308,2011
26403460,0309,2011
26403480,0308,2011
26404100,0401,2011
26404235,0405,2011
26404237,0405,2011
26404355,0602,2011
26404359,0403,2011
26404370,0403,2011
26404400,0305,2011
26406000,0702,2011
26511215,0902,2011
26511235,0902,2011
26511239,0902,2011
26514330,0901,2011
26514400,0305,2011
26514555,0901,2011
26515135,0901,2011
26515175,0901,2011
26515179,0901,2011
26515235,0901,2011
26515239,0901,2011
26515271,0901,2011
26515283,0901,2011
26515313,0901,2011
26515381,0901,2011
26515383,0901,2011
26516210,0902,2011
26516255,0902,2011
26516650,0901,2011
26516670,0901,2011
26517015,0901,2011
26521100,0201,2011
26521200,0201,2011
26521400,0201,2011
26522100,0201,2011
26522200,0201,2011
26522870,0201,2011
26601230,0802,2011
26601433,0801,2011
26701300,0406,2011
26701530,0404,2011
26701550,0404,2011
26701600,0404,2011
27401510,0503,2011
27401530,0502,2011
27401550,0504,2011
27401570,0503,2011
27402100,0501,2011
27402200,0506,2011
27402500,0506,2011
27403200,0506,2011
27403300,0507,2011
27403930,0506,2011
27511110,0108,2011
27511133,0108,2011
27511135,0108,2011
27511150,0109,2011
27511170,0109,2011
27511200,0102,2011
27511400,0201,2011
27511580,0106,2011
27512123,0204,2011
27512125,0204,2011
27512170,0202,2011
27512190,0201,2011
27512310,0205,2011
27512330,0205,2011
27512350,0205,2011
27512370,0201,2011
27512410,0204,2011
27512430,0203,2011
27512450,0202,2011
27512490,0202,2011
27512530,0203,2011
27512560,0203,2011
27512630,0106,2011
27512650,0106,2011
27512690,0106,2011
27512700,0114,2011
27512810,0103,2011
27512830,0202,2011
27512850,0202,2011
27512870,0103,2011
27512890,0202,2011
27902020,0309,2011
27902050,0309,2011
27902080,0901,2011
27903109,0601,2011
27903118,0601,2011
27903145,0601,2011
27903154,0601,2011
28231100,0301,2011
28231200,0301,2011
28232100,0307,2011
28232200,0307,2011
28232300,0403,2011
28241113,0601,2011
28241115,0601,2011
28241117,0601,2011
28241123,0601,2011
28241125,0601,2011
28241127,0601,2011
28241133,0601,2011
28241135,0601,2011
28241150,0601,2011
28241180,0601,2011
28241190,0601,2011
28251220,0111,2011
28251250,0111,2011
28251270,0113,2011
28251333,0113,2011
28251335,0113,2011
28251360,0113,2011
28251380,0112,2011
28293200,0201,2011
28294330,1002,2011
28294350,1001,2011
28942130,0101,2011
28942230,0104,2011
28942250,0101,2011
28942270,0105,2011
28942300,0105,2011
28944000,0201,2011
29312310,0501,2011
32201400,0403,2011
32402000,0701,2011
32403920,0701,2011
32404250,0701,2011
32501130,0802,2011
299900Z0,0404,2011
26201660,0301,2011
26201700,0308,2011
26403200,0402,2011
28231300,0307,2011
27511300,0104,2011
27901150,0301,2011
26402090,0407,2011
26201700,0308,2012
26403200,0402,2012
28231300,0307,2012
27511300,0104,2012
27901150,0301,2012
26402090,0407,2012
25211200,0001,2012
26112220,0505,2012
26112240,0002,2012
26201100,0303,2012
26201300,0302,2012
26201400,0302,2012
26201500,0302,2012
26201640,0304,2012
26201650,0301,2012
26201660,0301,2012
26201800,0304,2012
26301100,0404,2012
26301300,0404,2012
26302100,0305,2012
26302200,0306,2012
26302310,0305,2012
26302320,0305,2012
26302330,0305,2012
26302340,0305,2012
26302370,0305,2012
26305020,0901,2012
26305080,0901,2012
26401100,0402,2012
26401270,0403,2012
26401290,0403,2012
26403100,0403,2012
26403420,0404,2012
26403440,0308,2012
26403460,0309,2012
26403480,0308,2012
26404100,0401,2012
26404235,0405,2012
26404237,0405,2012
26404355,0602,2012
26404359,0403,2012
26404370,0403,2012
26404400,0305,2012
26406050,0702,2012
26511215,0902,2012
26511235,0902,2012
26511239,0902,2012
26514330,0901,2012
26514400,0305,2012
